Source,Target
"Real time repo kit generation is required, current system does it next day",Ability to generate Repo kit automatically  basis the information shared by the repo agent - Integration of field system (mobile app) with collection systemSharing of repo kit to be access controlled (and managed as per authorization hierarchy)
Re-AML Identification for Same Customer,Operation Office Login AML and Upload Customer New Information
Receipt,Invoice
Receive KYC document from Sales / Writers Team for CIBIL generation,Check KYC documents and Match the customer signature
Receive Offer Letter,Customer Accepts VFS proposal and completes documentation
Receives Offer Letter and takes Customer’s Signature.  Initiate LOS Entry for cases​,Initiate Disbursement Process
Receives Rate Approval and Issues Offer Letter,Receives Offer Letter and takes Customer’s Signature.  Initiate LOS Entry for cases​
Recognize Protection Needs,Discover Protection Solutions
Record call hisotry,End
Recruitment & Staffing,Recruiter
Regional CFO,100 Entity Factors
Regional CFO,"140 Policy, Directive and Guideline"
Regional CFO,140:2 Approve Authorization Rules
Regional CFO,300 Supporting Functions
Regional CFO,310 Finance
Regional CFO,314 Taxes
Regional CFO,314:1 Approve Tax Planning
Regional Functional VP,03.03 Authorization to Change Score Card Parameters
Regional Functional VP,100 Entity Factors
Regional Functional VP,"140 Policy, Directive and Guideline"
Regional Functional VP,140:1 Approve Policies
Regional Functional VP,140:3 Communicate Policies
Regional Functional VP,150 Segregation of Duties
Regional Functional VP,150:1 Approve Organizational Chart
Regional Marketing,100 Entity Factors
Regional Marketing,170 Communication
Regional Marketing,170:1 Approve Communication Contact
Regional Marketing,170:2 Approve External Communication
Regional Marketing,170:3 Approve Marketing Material
Regional President,100 Entity Factors
Regional President,"140 Policy, Directive and Guideline"
Regional President,140:2 Approve Authorization Rules
Register / Reject Mandate,Physical Mandate Completed
Registration,Claims
Regulatory Required Reports,AML System Interface Specification Reports based on On-Site Check
Regulatory Required Reports,Regular Filled In Report by Regulator
Reimbursement Started,Fill in reimbursement document
Release 1 Development (From xxx To xxx),CMS side API to query changes of Wholesale contracts
Release 1 Development (From xxx To xxx),Configured PROD Environment
Release 1 Development (From xxx To xxx),Configured UAT Environment
Release 1 Development (From xxx To xxx),Functions Implemented In Deployable TWS 1.0.0
Release 1 Development (From xxx To xxx),TWS 1.0.0 In Place
Release 2 Development,Functions Implemented In Deployable TWS 2.0.0
Release 2 Development,TWS 2.0.0 In Place
Release 3 Development,Bug Fix - Receipt upload error for Stock contracts
Release 3 Development,Functions Implemented In Deployable TWS 3.0.1
Release 3 Development,TWS 3.0.1 In Place
Release 4 Development,East Bug Fix
Release 4 Development,Functions Implemented In Deployable TWS 4.0.0
Release 4 Development,Income recognition data fix
Release 4 Development,TWS 4.0.0 In Place
Release 5 Development,Functions Implemented In Deployable TWS 5.0.0
Release 5 Development,TWS 5.0.0
Release 6 Development,Functions Implemented In Deployable TWS 6.0.0
Release 6 Development,TWS 6.0.0
Release 7 Development,Functions Implemented In Deployable TWS 7.0.0
Release 7 Development,Integration with Other Applications
Release 7 Development,TWS 7.0.0
Remarketing Manager,200 Core Functions
Remarketing Manager,250 Contract End and Asset Management
Remarketing Manager,251 Asset Return and Repossession
Remarketing Manager,251:1 Monitor Contract End Date for Leased Assets
Remarketing Manager,251:3 Secure the Asset
Remarketing Manager,251:4 Approve Asset Inspection
Remarketing Manager,251:5 Approve Asset Valuation
Remarketing Staff,200 Core Functions
Remarketing Staff,250 Contract End and Asset Management
Remarketing Staff,252 Remarketing
Remarketing Staff,252:3 Approve Sales Price
Remarkting - China,"04.03 Dealer/VCE purchase, according FMV(Fair Market Value) to generate the ET quotation,to be automatically generated."
Remarkting - China,L3 Asset Remarketing
Remmittence Receipt,Receipt
Remmittence Receipt,Rental(Principal + Interest)
Remote Descktop Web Access,Internal User
Remote Descktop Web Access,Remote Desktop Service
Remote Desktop Gateway,Application Server
Remote Desktop Gateway,Remote Desktop Service
Renault Trucks Service Contract,Preventive Maintenance
Renault Trucks Service Contract,Repairs
Renault Trucks Service Contract - Neitherlands & Belgium,> 5 years Service Contract - Neitherlands & Belgium
Renault Trucks Service Contract - Neitherlands & Belgium,New Truck Service Contract - Neitherlands & Belgium
Renault Trucks Service Contract - UK,1. Excellence Contract - UK
Renault Trucks Service Contract - UK,2. Performance Contract - UK
Renault Trucks Service Contract - UK,3. Reference Contract - UK
Renault Trucks Service Contract - UK,4. Secure Contract - UK
Renew Offer,Send Offer to Dealer
Rental(Principal + Interest),ODI(Overdue Interest)
Repairs,Chassis and Cab
Repairs,Driveline
Repairs,Wear Parts Replacement
Repayment_Plan,L1 Payment
Report Incident,Claims Assessment
Report Management,Customer AML Risk Statistics
Report Management,Regulatory Required Reports
Report Management,Rule-based Productivity Reports
Report Suspecious Transaction,Generate Suspecious Report (system)
Report Suspecious Transaction,Generate Suspecious Transaction Addendum Report (manually)
Reporting and Analytics - China,"11.05 system can generate Daily, Weekly and monthly report depending on VCE request. (VFS internal and external (for VCE) 电话记录 拜访报告, collection performance report,完成量，Repo合同的报告分析。)"
Reporting and Analytics - China,11.06 User expect the system can generate the insurance related reports (monthly) (as is: manually take from CMS and prepare the reports for accounting to calculate the commission split.) (how to share the Insurance income with dealer. Now only pingan insurance fee is in the scope.)
Reporting and Analytics - China,L2 Business Intelligence & Analytics
Reports of credit checks to be stored in system and available for future reference,"Ability to do credit check (Credit Bureau check, Finscan check and KYC check of certain parties who may be relevant to the deal but may not have impact on credit decision (Authorized signatory / Ultimate Beneficiary Owner, etc.))"
Reports Required By CBIRC,101_机构信息表 Org Info Table
Reports Required By CBIRC,102_员工信息表 Employee Info Table
Reports Required By CBIRC,103_股东信息表 Shareholder Info Table
Reports Required By CBIRC,104_合作机构信息 Partnership Org Info
Reports Required By CBIRC,105_账户信息表 Account Info Table
Reports Required By CBIRC,201_总账会计全科目表 General ledger accounting info
Reports Required By CBIRC,202_内部科目对照表 Internal account comparison table
Reports Required By CBIRC,203_信贷分户账 Credit sub-accounts information
Reports Required By CBIRC,204_信贷分户账明细记录 Credit sub-accounts details information
Reports Required By CBIRC,301_经销商贷款客户信息表 Dealer loan customer information
Reports Required By CBIRC,302_个人零售客户信息表 Personal retail customer information
Reports Required By CBIRC,303_机构零售客户信息表 Institutional retail customer information
Reports Required By CBIRC,304_制造商信息表 Manufacturer Information
Reports Required By CBIRC,305关联人信息表 Related person information
Reports Required By CBIRC,401_经销商贷款合同表 Dealer Loan Contract Table
Reports Required By CBIRC,402_零售贷款合同表 Retail Loan Contract Table
Reports Required By CBIRC,501_经销商额度信息表 Dealer loan contract
Reports Required By CBIRC,502_经销商贷款放款信息表 Dealer loan lending information
Reports Required By CBIRC,503_ 经销商贷款还款信息表 Dealer loan write-off information
Reports Required By CBIRC,504_经销商贷款核销信息表 Dealer loan repayment information
Reports Required By CBIRC,505_经销商贷款回收信息表 Dealer loan recovery information
Reports Required By CBIRC,506_经销商贷款逾期信息表 Dealer loan overdue information
Reports Required By CBIRC,507_零售贷款放款信息表 Retail loan lending information
Reports Required By CBIRC,508_零售贷款还款信息表 Retail loan repayment information
Reports Required By CBIRC,509零售贷款核销信息表 Retail loan recovery information
Reports Required By CBIRC,510零售贷款回收信息表 Retail loan dealer information
Reports Required By CBIRC,511_零售贷款经销商信息表 Retail loan write-off information
Reports Required By CBIRC,601_资金业务信息表 Treasury Business Information Table
Reports Required By CBIRC,602_资金业务余额表 Treasury Business Balance Table
Reports Required By CBIRC,"China Banking and Insurance Information Technology Management Co., Ltd."
Reports Required By CBIRC,China Banking and Insurance Regulatory Commission - Beijing Office
Repossession - China,07.01 User expect the system can generate reminder when contract status has turned to repossession for 25 days. (System need have Repo report automatically everyday)
Repossession - China,07.02 User can generate redemption letter from system manually.
Repossession - China,L3 Asset Collection
Request Customer To Sign - China,Customer Signing - China
Request Customer To Sign - China,DCM (Dealer Credit Manager) - China
Required Data Completing,AML Report Review
Rest API : Send SMS,SMS Service
Restructure Request Review and Approval,Execute Contract Restructure
Restructure Request Review and Approval,L3 Contract Amendment
Retail,Lease
Retail,LOANS
Retail,Market Belgium (BE)
Retail,Market Ireland (IE)
Retail,Market Luxembourg (LU)
Retail,Market Netherlands (NL)
Retail,Market Switzerland (CH)
Retail,Market United Kingdom (GB)
Retail Domain,Financial Lease
Retail Domain,Operating Lease
Retail Domain,Secured Loans
Retail Finance,Customer
Retail Financing Application - NA,L2 Dealer Experience
Retail Loan Contract,L1 Contract
Retail Loan Contract,Retail Loan Disbursement
Retail Loan Contract,Retail Loan Overdue
Retail Loan Contract,Retail Loan Recovery
Retail Loan Contract,Retail Loan Repayment
Retail Loan Contract,Retail Loan Write-Off
Retail Loan Lenders,1. Find Customers
Retail Loan Lenders,2. Take Loan Applications
Retail Loan Lenders,3. Lock in Loan Terms
Retail Loan Lenders,4. Underwrite Loans
Retail Loan Lenders,5. Process Loans
Retail Loan Lenders,6. Close and Fund Loans
Retail Loan Repayment,L3 Payments
Retail Securitization,Market Brazil (BR)
Retail Securitization,Market Germany (DE)
Retail Securitization,Market United Kingdom (GB)
Retail Securitization,Market US (US)
Retail Syndication,Market Australia (AU)
Retail Syndication,Market Belgium (BE)
Retail Syndication,Market Brazil (BR)
Retail Syndication,Market Canada (CA)
Retail Syndication,Market China (CN-AFC)
Retail Syndication,Market China (CN-FLC)
Retail Syndication,Market Denmark (DK)
Retail Syndication,Market France (FR)
Retail Syndication,Market Germany (DE)
Retail Syndication,Market Hungary (HU)
Retail Syndication,Market India (IN)
Retail Syndication,Market Ireland (IE)
Retail Syndication,Market Italy (IT)
Retail Syndication,Market Japan (JP)
Retail Syndication,Market Mexico (MX)
Retail Syndication,Market Netherlands (NL)
Retail Syndication,Market Poland (PL)
Retail Syndication,Market Russia (RU)
Retail Syndication,Market South Africa (ZA)
Retail Syndication,Market Spain (ES)
Retail Syndication,Market Sweden (SE)
Retail Syndication,Market United Kingdom (GB)
